#,Time,fIdx,sIdx,sLen,fImg,cObj,cNam,cCon,tcBr,tcCo,tcUs,tcDs
8741,,..\..\data\highreflection/frame003436.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,60,1,-1,-1
8742,,..\..\data\highreflection/frame003436.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,70,1,-1,-1
8743,,..\..\data\highreflection/frame003436.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,80,1,-1,-1
8744,,..\..\data\highreflection/frame003436.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,90,1,-1,-1
8745,,..\..\data\highreflection/frame003436.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,100,1,-1,-1
8746,,..\..\data\highreflection/frame003437.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.79,0,1,-1,-1
8747,,..\..\data\highreflection/frame003437.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.79,10,1,-1,-1
8748,,..\..\data\highreflection/frame003437.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.79,20,1,-1,-1
8749,,..\..\data\highreflection/frame003437.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,30,1,-1,-1
8750,,..\..\data\highreflection/frame003437.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,40,1,-1,-1
8751,,..\..\data\highreflection/frame003437.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,50,1,-1,-1
8752,,..\..\data\highreflection/frame003437.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,60,1,-1,-1
8753,,..\..\data\highreflection/frame003437.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,70,1,-1,-1
8754,,..\..\data\highreflection/frame003437.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,80,1,-1,-1
8755,,..\..\data\highreflection/frame003437.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,90,1,-1,-1
8756,,..\..\data\highreflection/frame003437.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,100,1,-1,-1
8757,,..\..\data\highreflection/frame003438.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,0,1,-1,-1
8758,,..\..\data\highreflection/frame003438.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,10,1,-1,-1
8759,,..\..\data\highreflection/frame003438.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,20,1,-1,-1
8760,,..\..\data\highreflection/frame003438.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,30,1,-1,-1
8761,,..\..\data\highreflection/frame003438.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,40,1,-1,-1
8762,,..\..\data\highreflection/frame003438.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,50,1,-1,-1
8763,,..\..\data\highreflection/frame003438.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,60,1,-1,-1
8764,,..\..\data\highreflection/frame003438.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,70,1,-1,-1
8765,,..\..\data\highreflection/frame003438.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,80,1,-1,-1
8766,,..\..\data\highreflection/frame003438.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,90,1,-1,-1
8767,,..\..\data\highreflection/frame003438.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,100,1,-1,-1
8768,,..\..\data\highreflection/frame003439.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,0,1,-1,-1
8769,,..\..\data\highreflection/frame003439.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,10,1,-1,-1
8770,,..\..\data\highreflection/frame003439.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,20,1,-1,-1
8771,,..\..\data\highreflection/frame003439.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,30,1,-1,-1
8772,,..\..\data\highreflection/frame003439.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.79,40,1,-1,-1
8773,,..\..\data\highreflection/frame003439.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.79,50,1,-1,-1
8774,,..\..\data\highreflection/frame003439.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.79,60,1,-1,-1
8775,,..\..\data\highreflection/frame003439.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.79,70,1,-1,-1
8776,,..\..\data\highreflection/frame003439.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.79,80,1,-1,-1
8777,,..\..\data\highreflection/frame003439.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.79,90,1,-1,-1
8778,,..\..\data\highreflection/frame003439.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.79,100,1,-1,-1
8779,,..\..\data\highreflection/frame003440.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,0,1,-1,-1
8780,,..\..\data\highreflection/frame003440.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,10,1,-1,-1
8781,,..\..\data\highreflection/frame003440.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,20,1,-1,-1
8782,,..\..\data\highreflection/frame003440.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,30,1,-1,-1
8783,,..\..\data\highreflection/frame003440.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,40,1,-1,-1
8784,,..\..\data\highreflection/frame003440.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,50,1,-1,-1
8785,,..\..\data\highreflection/frame003440.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,60,1,-1,-1
8786,,..\..\data\highreflection/frame003440.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,70,1,-1,-1
8787,,..\..\data\highreflection/frame003440.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,80,1,-1,-1
8788,,..\..\data\highreflection/frame003440.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,90,1,-1,-1
8789,,..\..\data\highreflection/frame003440.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.8,100,1,-1,-1
8790,,..\..\data\highreflection/frame003441.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,0,1,-1,-1
8791,,..\..\data\highreflection/frame003441.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,10,1,-1,-1
8792,,..\..\data\highreflection/frame003441.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,20,1,-1,-1
8793,,..\..\data\highreflection/frame003441.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,30,1,-1,-1
8794,,..\..\data\highreflection/frame003441.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,40,1,-1,-1
8795,,..\..\data\highreflection/frame003441.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,50,1,-1,-1
8796,,..\..\data\highreflection/frame003441.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,60,1,-1,-1
8797,,..\..\data\highreflection/frame003441.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,70,1,-1,-1
8798,,..\..\data\highreflection/frame003441.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,80,1,-1,-1
8799,,..\..\data\highreflection/frame003441.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,90,1,-1,-1
8800,,..\..\data\highreflection/frame003441.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,100,1,-1,-1
8801,,..\..\data\highreflection/frame003442.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,0,1,-1,-1
8802,,..\..\data\highreflection/frame003442.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,10,1,-1,-1
8803,,..\..\data\highreflection/frame003442.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,20,1,-1,-1
8804,,..\..\data\highreflection/frame003442.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,30,1,-1,-1
8805,,..\..\data\highreflection/frame003442.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,40,1,-1,-1
8806,,..\..\data\highreflection/frame003442.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,50,1,-1,-1
8807,,..\..\data\highreflection/frame003442.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,60,1,-1,-1
8808,,..\..\data\highreflection/frame003442.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,70,1,-1,-1
8809,,..\..\data\highreflection/frame003442.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,80,1,-1,-1
8810,,..\..\data\highreflection/frame003442.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,90,1,-1,-1
8811,,..\..\data\highreflection/frame003442.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,100,1,-1,-1
8812,,..\..\data\highreflection/frame003443.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,0,1,-1,-1
8813,,..\..\data\highreflection/frame003443.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,10,1,-1,-1
8814,,..\..\data\highreflection/frame003443.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,20,1,-1,-1
8815,,..\..\data\highreflection/frame003443.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,30,1,-1,-1
8816,,..\..\data\highreflection/frame003443.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,40,1,-1,-1
8817,,..\..\data\highreflection/frame003443.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,50,1,-1,-1
8818,,..\..\data\highreflection/frame003443.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,60,1,-1,-1
8819,,..\..\data\highreflection/frame003443.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,70,1,-1,-1
8820,,..\..\data\highreflection/frame003443.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,80,1,-1,-1
8821,,..\..\data\highreflection/frame003443.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,90,1,-1,-1
8822,,..\..\data\highreflection/frame003443.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,100,1,-1,-1
8823,,..\..\data\highreflection/frame003444.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,0,1,-1,-1
8824,,..\..\data\highreflection/frame003444.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,10,1,-1,-1
8825,,..\..\data\highreflection/frame003444.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,20,1,-1,-1
8826,,..\..\data\highreflection/frame003444.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,30,1,-1,-1
8827,,..\..\data\highreflection/frame003444.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,40,1,-1,-1
8828,,..\..\data\highreflection/frame003444.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,50,1,-1,-1
8829,,..\..\data\highreflection/frame003444.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,60,1,-1,-1
8830,,..\..\data\highreflection/frame003444.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,70,1,-1,-1
8831,,..\..\data\highreflection/frame003444.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,80,1,-1,-1
8832,,..\..\data\highreflection/frame003444.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,90,1,-1,-1
8833,,..\..\data\highreflection/frame003444.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.81,100,1,-1,-1
8834,,..\..\data\highreflection/frame003445.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,0,1,-1,-1
8835,,..\..\data\highreflection/frame003445.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,10,1,-1,-1
8836,,..\..\data\highreflection/frame003445.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,20,1,-1,-1
8837,,..\..\data\highreflection/frame003445.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,30,1,-1,-1
8838,,..\..\data\highreflection/frame003445.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,40,1,-1,-1
8839,,..\..\data\highreflection/frame003445.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,50,1,-1,-1
8840,,..\..\data\highreflection/frame003445.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,60,1,-1,-1
8841,,..\..\data\highreflection/frame003445.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,70,1,-1,-1
8842,,..\..\data\highreflection/frame003445.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,80,1,-1,-1
8843,,..\..\data\highreflection/frame003445.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,90,1,-1,-1
8844,,..\..\data\highreflection/frame003445.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,100,1,-1,-1
8845,,..\..\data\highreflection/frame003446.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,0,1,-1,-1
8846,,..\..\data\highreflection/frame003446.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,10,1,-1,-1
8847,,..\..\data\highreflection/frame003446.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,20,1,-1,-1
8848,,..\..\data\highreflection/frame003446.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,30,1,-1,-1
8849,,..\..\data\highreflection/frame003446.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,40,1,-1,-1
8850,,..\..\data\highreflection/frame003446.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,50,1,-1,-1
8851,,..\..\data\highreflection/frame003446.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,60,1,-1,-1
8852,,..\..\data\highreflection/frame003446.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,70,1,-1,-1
8853,,..\..\data\highreflection/frame003446.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,80,1,-1,-1
8854,,..\..\data\highreflection/frame003446.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,90,1,-1,-1
8855,,..\..\data\highreflection/frame003446.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,100,1,-1,-1
8856,,..\..\data\highreflection/frame003447.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,0,1,-1,-1
8857,,..\..\data\highreflection/frame003447.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,10,1,-1,-1
8858,,..\..\data\highreflection/frame003447.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,20,1,-1,-1
8859,,..\..\data\highreflection/frame003447.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,30,1,-1,-1
8860,,..\..\data\highreflection/frame003447.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,40,1,-1,-1
8861,,..\..\data\highreflection/frame003447.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,50,1,-1,-1
8862,,..\..\data\highreflection/frame003447.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,60,1,-1,-1
8863,,..\..\data\highreflection/frame003447.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,70,1,-1,-1
8864,,..\..\data\highreflection/frame003447.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,80,1,-1,-1
8865,,..\..\data\highreflection/frame003447.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,90,1,-1,-1
8866,,..\..\data\highreflection/frame003447.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,100,1,-1,-1
8867,,..\..\data\highreflection/frame003448.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,0,1,-1,-1
8868,,..\..\data\highreflection/frame003448.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,10,1,-1,-1
8869,,..\..\data\highreflection/frame003448.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,20,1,-1,-1
8870,,..\..\data\highreflection/frame003448.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,30,1,-1,-1
8871,,..\..\data\highreflection/frame003448.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,40,1,-1,-1
8872,,..\..\data\highreflection/frame003448.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,50,1,-1,-1
8873,,..\..\data\highreflection/frame003448.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,60,1,-1,-1
8874,,..\..\data\highreflection/frame003448.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,70,1,-1,-1
8875,,..\..\data\highreflection/frame003448.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,80,1,-1,-1
8876,,..\..\data\highreflection/frame003448.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,90,1,-1,-1
8877,,..\..\data\highreflection/frame003448.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,100,1,-1,-1
8878,,..\..\data\highreflection/frame003449.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,0,1,-1,-1
8879,,..\..\data\highreflection/frame003449.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,10,1,-1,-1
8880,,..\..\data\highreflection/frame003449.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,20,1,-1,-1
8881,,..\..\data\highreflection/frame003449.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,30,1,-1,-1
8882,,..\..\data\highreflection/frame003449.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,40,1,-1,-1
8883,,..\..\data\highreflection/frame003449.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,50,1,-1,-1
8884,,..\..\data\highreflection/frame003449.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,60,1,-1,-1
8885,,..\..\data\highreflection/frame003449.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,70,1,-1,-1
8886,,..\..\data\highreflection/frame003449.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,80,1,-1,-1
8887,,..\..\data\highreflection/frame003449.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,90,1,-1,-1
8888,,..\..\data\highreflection/frame003449.jpg,0,2,image0.jpg,2,Lane_Departure_Warning,0.83,100,1,-1,-1
8889,,..\..\data\highreflection/frame003449.jpg,1,2,image0.jpg,3,Cruise_Control,0.26,100,1,-1,-1
8890,,..\..\data\highreflection/frame003450.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,0,1,-1,-1
8891,,..\..\data\highreflection/frame003450.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,10,1,-1,-1
8892,,..\..\data\highreflection/frame003450.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.82,20,1,-1,-1
8893,,..\..\data\highreflection/frame003450.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,30,1,-1,-1
8894,,..\..\data\highreflection/frame003450.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,40,1,-1,-1
8895,,..\..\data\highreflection/frame003450.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,50,1,-1,-1
8896,,..\..\data\highreflection/frame003450.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,60,1,-1,-1
8897,,..\..\data\highreflection/frame003450.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,70,1,-1,-1
8898,,..\..\data\highreflection/frame003450.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,80,1,-1,-1
8899,,..\..\data\highreflection/frame003450.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,90,1,-1,-1
8900,,..\..\data\highreflection/frame003450.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,100,1,-1,-1
8901,,..\..\data\highreflection/frame003451.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,0,1,-1,-1
8902,,..\..\data\highreflection/frame003451.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,10,1,-1,-1
8903,,..\..\data\highreflection/frame003451.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,20,1,-1,-1
8904,,..\..\data\highreflection/frame003451.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,30,1,-1,-1
8905,,..\..\data\highreflection/frame003451.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,40,1,-1,-1
8906,,..\..\data\highreflection/frame003451.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,50,1,-1,-1
8907,,..\..\data\highreflection/frame003451.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,60,1,-1,-1
8908,,..\..\data\highreflection/frame003451.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,70,1,-1,-1
8909,,..\..\data\highreflection/frame003451.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,80,1,-1,-1
8910,,..\..\data\highreflection/frame003451.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,90,1,-1,-1
8911,,..\..\data\highreflection/frame003451.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,100,1,-1,-1
8912,,..\..\data\highreflection/frame003452.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,0,1,-1,-1
8913,,..\..\data\highreflection/frame003452.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,10,1,-1,-1
8914,,..\..\data\highreflection/frame003452.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,20,1,-1,-1
8915,,..\..\data\highreflection/frame003452.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,30,1,-1,-1
8916,,..\..\data\highreflection/frame003452.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,40,1,-1,-1
8917,,..\..\data\highreflection/frame003452.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,50,1,-1,-1
8918,,..\..\data\highreflection/frame003452.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,60,1,-1,-1
8919,,..\..\data\highreflection/frame003452.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,70,1,-1,-1
8920,,..\..\data\highreflection/frame003452.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,80,1,-1,-1
8921,,..\..\data\highreflection/frame003452.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,90,1,-1,-1
8922,,..\..\data\highreflection/frame003452.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,100,1,-1,-1
8923,,..\..\data\highreflection/frame003453.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,0,1,-1,-1
8924,,..\..\data\highreflection/frame003453.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,10,1,-1,-1
8925,,..\..\data\highreflection/frame003453.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,20,1,-1,-1
8926,,..\..\data\highreflection/frame003453.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,30,1,-1,-1
8927,,..\..\data\highreflection/frame003453.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,40,1,-1,-1
8928,,..\..\data\highreflection/frame003453.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,50,1,-1,-1
8929,,..\..\data\highreflection/frame003453.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,60,1,-1,-1
8930,,..\..\data\highreflection/frame003453.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,70,1,-1,-1
8931,,..\..\data\highreflection/frame003453.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,80,1,-1,-1
8932,,..\..\data\highreflection/frame003453.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,90,1,-1,-1
8933,,..\..\data\highreflection/frame003453.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.84,100,1,-1,-1
8934,,..\..\data\highreflection/frame003454.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,0,1,-1,-1
8935,,..\..\data\highreflection/frame003454.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,10,1,-1,-1
8936,,..\..\data\highreflection/frame003454.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,20,1,-1,-1
8937,,..\..\data\highreflection/frame003454.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,30,1,-1,-1
8938,,..\..\data\highreflection/frame003454.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,40,1,-1,-1
8939,,..\..\data\highreflection/frame003454.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,50,1,-1,-1
8940,,..\..\data\highreflection/frame003454.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,60,1,-1,-1
8941,,..\..\data\highreflection/frame003454.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,70,1,-1,-1
8942,,..\..\data\highreflection/frame003454.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,80,1,-1,-1
8943,,..\..\data\highreflection/frame003454.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,90,1,-1,-1
8944,,..\..\data\highreflection/frame003454.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.84,100,1,-1,-1
8945,,..\..\data\highreflection/frame003455.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,0,1,-1,-1
8946,,..\..\data\highreflection/frame003455.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,10,1,-1,-1
8947,,..\..\data\highreflection/frame003455.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,20,1,-1,-1
8948,,..\..\data\highreflection/frame003455.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,30,1,-1,-1
8949,,..\..\data\highreflection/frame003455.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,40,1,-1,-1
8950,,..\..\data\highreflection/frame003455.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,50,1,-1,-1
8951,,..\..\data\highreflection/frame003455.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,60,1,-1,-1
8952,,..\..\data\highreflection/frame003455.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,70,1,-1,-1
8953,,..\..\data\highreflection/frame003455.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,80,1,-1,-1
8954,,..\..\data\highreflection/frame003455.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.83,90,1,-1,-1
8955,,..\..\data\highreflection/frame003455.jpg,0,1,image0.jpg,2,Lane_Departure_Warning,0.84,100,1,-1,-1
8956,,..\..\data\highreflection/frame003582.jpg,0,1,image0.jpg,3,Cruise_Control,0.29,90,1,-1,-1
8957,,..\..\data\highreflection/frame003583.jpg,0,1,image0.jpg,3,Cruise_Control,0.28,90,1,-1,-1
8958,,..\..\data\highreflection/frame003749.jpg,0,1,image0.jpg,3,Cruise_Control,0.26,30,1,-1,-1
8959,,..\..\data\highreflection/frame003750.jpg,0,1,image0.jpg,3,Cruise_Control,0.31,30,1,-1,-1
8960,,..\..\data\highreflection/frame003751.jpg,0,1,image0.jpg,3,Cruise_Control,0.29,30,1,-1,-1
8961,,..\..\data\highreflection/frame003752.jpg,0,1,image0.jpg,3,Cruise_Control,0.33,30,1,-1,-1
